
1980,Reference,rcp26,rcp45,rcp60,rcp85
Salt Lake City,99.2857142857143,91.6666666666667,91.6666666666667,91.6666666666667,92.3809523809524,Total Usage (m3),682121493.875078,734187826.697653,736374017.869539,735017949.735579,733316618.701587,Operational Cost ($),68.2121493875078,73.4187826697653,73.6374017869539,73.5017949735579,73.3316618701587

1985,Reference,rcp26,rcp45,rcp60,rcp85
Agriculture,90.4761904761905,86.1904761904762,85.4761904761905,86.1904761904762,86.4285714285714,Total Usage (m3),675971861.23665,720539147.079393,722725338.251279,721369270.117319,719667939.083327,Operational Cost ($),67.597186123665,72.0539147079393,72.2725338251279,72.1369270117319,71.9667939083327
Midvale,90,79.7619047619048,78.8095238095238,79.2857142857143,80.4761904761905,Total Usage (m3),675971861.23665,720539147.079393,722725338.251279,721369270.117319,719667939.083327,Operational Cost ($),67.597186123665,72.0539147079393,72.2725338251279,72.1369270117319,71.9667939083327
Murray,99.2857142857143,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),675971861.23665,720539147.079393,722725338.251279,721369270.117319,719667939.083327,Operational Cost ($),67.597186123665,72.0539147079393,72.2725338251279,72.1369270117319,71.9667939083327
Salt Lake City,99.2857142857143,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),675971861.23665,720539147.079393,722725338.251279,721369270.117319,719667939.083327,Operational Cost ($),67.597186123665,72.0539147079393,72.2725338251279,72.1369270117319,71.9667939083327

1986,Reference,rcp26,rcp45,rcp60,rcp85
Agriculture,90.2380952380952,85.9523809523809,85.2380952380952,85.9523809523809,86.1904761904762,Total Usage (m3),670410503.60732,713159417.092141,715345506.296585,713989469.131253,712287926.463298,Operational Cost ($),67.041050360732,71.3159417092141,71.5345506296585,71.3989469131253,71.2287926463298
Midvale,89.7619047619048,79.5238095238095,78.5714285714286,79.0476190476191,80.2380952380952,Total Usage (m3),670410503.60732,713159417.092141,715345506.296585,713989469.131253,712287926.463298,Operational Cost ($),67.041050360732,71.3159417092141,71.5345506296585,71.3989469131253,71.2287926463298
Murray,99.2857142857143,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),670410503.60732,713159417.092141,715345506.296585,713989469.131253,712287926.463298,Operational Cost ($),67.041050360732,71.3159417092141,71.5345506296585,71.3989469131253,71.2287926463298
Salt Lake City,99.2857142857143,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),670410503.60732,713159417.092141,715345506.296585,713989469.131253,712287926.463298,Operational Cost ($),67.041050360732,71.3159417092141,71.5345506296585,71.3989469131253,71.2287926463298

1987,Reference,rcp26,rcp45,rcp60,rcp85
Agriculture,90,85.7142857142857,85,85.7142857142857,85.9523809523809,Total Usage (m3),663649657.142025,705779924.521695,707965793.64531,706609926.298907,704908463.188624,Operational Cost ($),66.3649657142025,70.5779924521695,70.796579364531,70.6609926298907,70.4908463188624
Midvale,89.2857142857143,79.2857142857143,78.3333333333333,78.8095238095238,80,Total Usage (m3),663649657.142025,705779924.521695,707965793.64531,706609926.298907,704908463.188624,Operational Cost ($),66.3649657142025,70.5779924521695,70.796579364531,70.6609926298907,70.4908463188624
Murray,99.2857142857143,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),663649657.142025,705779924.521695,707965793.64531,706609926.298907,704908463.188624,Operational Cost ($),66.3649657142025,70.5779924521695,70.796579364531,70.6609926298907,70.4908463188624
Salt Lake City,99.2857142857143,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),663649657.142025,705779924.521695,707965793.64531,706609926.298907,704908463.188624,Operational Cost ($),66.3649657142025,70.5779924521695,70.796579364531,70.6609926298907,70.4908463188624

1988,Reference,rcp26,rcp45,rcp60,rcp85
Agriculture,90,85.7142857142857,85,85.7142857142857,85.9523809523809,Total Usage (m3),655992133.414243,701164677.221695,703045706.74531,701689882.398907,699889008.896561,Operational Cost ($),65.5992133414243,70.1164677221695,70.304570674531,70.1689882398907,69.9889008896561
Midvale,89.2857142857143,79.2857142857143,78.3333333333333,78.8095238095238,80,Total Usage (m3),655992133.414243,701164677.221695,703045706.74531,701689882.398907,699889008.896561,Operational Cost ($),65.5992133414243,70.1164677221695,70.304570674531,70.1689882398907,69.9889008896561
Murray,99.2857142857143,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),655992133.414243,701164677.221695,703045706.74531,701689882.398907,699889008.896561,Operational Cost ($),65.5992133414243,70.1164677221695,70.304570674531,70.1689882398907,69.9889008896561
Salt Lake City,99.2857142857143,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),655992133.414243,701164677.221695,703045706.74531,701689882.398907,699889008.896561,Operational Cost ($),65.5992133414243,70.1164677221695,70.304570674531,70.1689882398907,69.9889008896561

1989,Reference,rcp26,rcp45,rcp60,rcp85
Agriculture,90,85.7142857142857,85,85.7142857142857,85.9523809523809,Total Usage (m3),647812613.989996,696244576.321695,697245060.44531,695899482.298907,693728382.796561,Operational Cost ($),64.7812613989996,69.6244576321695,69.724506044531,69.5899482298907,69.3728382796561
Midvale,89.0476190476191,79.2857142857143,78.3333333333333,78.8095238095238,80,Total Usage (m3),647812613.989996,696244576.321695,697245060.44531,695899482.298907,693728382.796561,Operational Cost ($),64.7812613989996,69.6244576321695,69.724506044531,69.5899482298907,69.3728382796561
Murray,98.8095238095238,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),647812613.989996,696244576.321695,697245060.44531,695899482.298907,693728382.796561,Operational Cost ($),64.7812613989996,69.6244576321695,69.724506044531,69.5899482298907,69.3728382796561
Salt Lake City,98.8095238095238,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),647812613.989996,696244576.321695,697245060.44531,695899482.298907,693728382.796561,Operational Cost ($),64.7812613989996,69.6244576321695,69.724506044531,69.5899482298907,69.3728382796561

1990,Reference,rcp26,rcp45,rcp60,rcp85
Agriculture,90,85.7142857142857,85,85.7142857142857,85.9523809523809,Total Usage (m3),641051070.083756,690094787.291837,691095017.871156,689749408.530753,687578290.255607,Operational Cost ($),64.1051070083756,69.0094787291837,69.1095017871155,68.9749408530753,68.7578290255607
Midvale,89.0476190476191,79.0476190476191,78.3333333333333,78.8095238095238,80,Total Usage (m3),641051070.083756,690094787.291837,691095017.871156,689749408.530753,687578290.255607,Operational Cost ($),64.1051070083756,69.0094787291837,69.1095017871155,68.9749408530753,68.7578290255607
Murray,98.8095238095238,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),641051070.083756,690094787.291837,691095017.871156,689749408.530753,687578290.255607,Operational Cost ($),64.1051070083756,69.0094787291837,69.1095017871155,68.9749408530753,68.7578290255607
Salt Lake City,98.8095238095238,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),641051070.083756,690094787.291837,691095017.871156,689749408.530753,687578290.255607,Operational Cost ($),64.1051070083756,69.0094787291837,69.1095017871155,68.9749408530753,68.7578290255607

1991,Reference,rcp26,rcp45,rcp60,rcp85
Agriculture,90,85.4761904761905,84.7619047619048,85.4761904761905,85.7142857142857,Total Usage (m3),633422251.800585,683870842.500118,684291671.083319,682690935.104558,680245195.407537,Operational Cost ($),63.3422251800585,68.3870842500118,68.4291671083319,68.2690935104558,68.0245195407537
Midvale,89.0476190476191,78.8095238095238,78.0952380952381,78.5714285714286,79.7619047619048,Total Usage (m3),633422251.800585,683870842.500118,684291671.083319,682690935.104558,680245195.407537,Operational Cost ($),63.3422251800585,68.3870842500118,68.4291671083319,68.2690935104558,68.0245195407537
Murray,98.8095238095238,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),633422251.800585,683870842.500118,684291671.083319,682690935.104558,680245195.407537,Operational Cost ($),63.3422251800585,68.3870842500118,68.4291671083319,68.2690935104558,68.0245195407537
Salt Lake City,98.8095238095238,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),633422251.800585,683870842.500118,684291671.083319,682690935.104558,680245195.407537,Operational Cost ($),63.3422251800585,68.3870842500118,68.4291671083319,68.2690935104558,68.0245195407537

1992,Reference,rcp26,rcp45,rcp60,rcp85
Agriculture,89.7619047619048,85,84.5238095238095,85,85.2380952380952,Total Usage (m3),627272233.700585,676220190.804084,676654268.360635,675331056.521715,673055087.736258,Operational Cost ($),62.7272233700585,67.6220190804084,67.6654268360635,67.5331056521715,67.3055087736258
Midvale,88.8095238095238,78.0952380952381,77.6190476190476,77.8571428571429,79.2857142857143,Total Usage (m3),627272233.700585,676220190.804084,676654268.360635,675331056.521715,673055087.736258,Operational Cost ($),62.7272233700585,67.6220190804084,67.6654268360635,67.5331056521715,67.3055087736258
Murray,98.8095238095238,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),627272233.700585,676220190.804084,676654268.360635,675331056.521715,673055087.736258,Operational Cost ($),62.7272233700585,67.6220190804084,67.6654268360635,67.5331056521715,67.3055087736258
Salt Lake City,98.8095238095238,88.8095238095238,88.8095238095238,88.8095238095238,89.5238095238095,Total Usage (m3),627272233.700585,676220190.804084,676654268.360635,675331056.521715,673055087.736258,Operational Cost ($),62.7272233700585,67.6220190804084,67.6654268360635,67.5331056521715,67.3055087736258

1993,Reference,rcp26,rcp45,rcp60,rcp85
Agriculture,89.7619047619048,85,84.2857142857143,85,85.2380952380952,Total Usage (m3),618832586.160509,668200768.759831,668590349.625928,667283451.064463,665098048.33231,Operational Cost ($),61.8832586160509,66.8200768759831,66.8590349625928,66.7283451064463,66.509804833231
Midvale,88.8095238095238,77.8571428571429,77.1428571428571,77.6190476190476,79.2857142857143,Total Usage (m3),618832586.160509,668200768.759831,668590349.625928,667283451.064463,665098048.33231,Operational Cost ($),61.8832586160509,66.8200768759831,66.8590349625928,66.7283451064463,66.509804833231
Murray,98.5714285714286,88.5714285714286,88.5714285714286,88.5714285714286,89.5238095238095,Total Usage (m3),618832586.160509,668200768.759831,668590349.625928,667283451.064463,665098048.33231,Operational Cost ($),61.8832586160509,66.8200768759831,66.8590349625928,66.7283451064463,66.509804833231
Salt Lake City,98.5714285714286,88.5714285714286,88.5714285714286,88.5714285714286,89.5238095238095,Total Usage (m3),618832586.160509,668200768.759831,668590349.625928,667283451.064463,665098048.33231,Operational Cost ($),61.8832586160509,66.8200768759831,66.8590349625928,66.7283451064463,66.509804833231

1994,Reference,rcp26,rcp45,rcp60,rcp85
Agriculture,89.5238095238095,85,84.0476190476191,85,85.2380952380952,Total Usage (m3),613912671.647195,659636889.862263,660328853.676074,658809609.122409,656487951.309584,Operational Cost ($),61.3912671647195,65.9636889862263,66.0328853676074,65.8809609122409,65.6487951309584
Midvale,88.5714285714286,77.8571428571429,76.9047619047619,77.3809523809524,79.2857142857143,Total Usage (m3),613912671.647195,659636889.862263,660328853.676074,658809609.122409,656487951.309584,Operational Cost ($),61.3912671647195,65.9636889862263,66.0328853676074,65.8809609122409,65.6487951309584
Murray,98.5714285714286,88.0952380952381,88.0952380952381,88.0952380952381,88.8095238095238,Total Usage (m3),613912671.647195,659636889.862263,660328853.676074,658809609.122409,656487951.309584,Operational Cost ($),61.3912671647195,65.9636889862263,66.0328853676074,65.8809609122409,65.6487951309584
Salt Lake City,98.5714285714286,88.0952380952381,88.0952380952381,88.0952380952381,88.8095238095238,Total Usage (m3),613912671.647195,659636889.862263,660328853.676074,658809609.122409,656487951.309584,Operational Cost ($),61.3912671647195,65.9636889862263,66.0328853676074,65.8809609122409,65.6487951309584

1995,Reference,rcp26,rcp45,rcp60,rcp85
Agriculture,89.2857142857143,84.7619047619048,83.8095238095238,84.7619047619048,85,Total Usage (m3),607085843.546677,651866623.52082,652672800.949992,651349767.226654,649109569.747294,Operational Cost ($),60.7085843546677,65.186662352082,65.2672800949992,65.1349767226654,64.9109569747294
Midvale,88.3333333333333,77.6190476190476,76.6666666666667,77.1428571428571,79.0476190476191,Total Usage (m3),607085843.546677,651866623.52082,652672800.949992,651349767.226654,649109569.747294,Operational Cost ($),60.7085843546677,65.186662352082,65.2672800949992,65.1349767226654,64.9109569747294
Murray,98.3333333333333,88.0952380952381,88.0952380952381,88.0952380952381,88.8095238095238,Total Usage (m3),607085843.546677,651866623.52082,652672800.949992,651349767.226654,649109569.747294,Operational Cost ($),60.7085843546677,65.186662352082,65.2672800949992,65.1349767226654,64.9109569747294
Salt Lake City,98.3333333333333,88.0952380952381,88.0952380952381,88.0952380952381,88.8095238095238,Total Usage (m3),607085843.546677,651866623.52082,652672800.949992,651349767.226654,649109569.747294,Operational Cost ($),60.7085843546677,65.186662352082,65.2672800949992,65.1349767226654,64.9109569747294

1996,Reference,rcp26,rcp45,rcp60,rcp85
Agriculture,89.0476190476191,84.7619047619048,83.5714285714286,84.7619047619048,85,Total Usage (m3),601223149.419732,643836865.499636,644592161.401275,643285120.270635,641296423.276979,Operational Cost ($),60.1223149419731,64.3836865499636,64.4592161401275,64.3285120270635,64.1296423276979
Midvale,87.8571428571429,77.6190476190476,76.4285714285714,77.1428571428571,79.0476190476191,Total Usage (m3),601223149.419732,643836865.499636,644592161.401275,643285120.270635,641296423.276979,Operational Cost ($),60.1223149419731,64.3836865499636,64.4592161401275,64.3285120270635,64.1296423276979
Murray,98.3333333333333,87.6190476190476,87.6190476190476,87.6190476190476,88.5714285714286,Total Usage (m3),601223149.419732,643836865.499636,644592161.401275,643285120.270635,641296423.276979,Operational Cost ($),60.1223149419731,64.3836865499636,64.4592161401275,64.3285120270635,64.1296423276979
Salt Lake City,98.3333333333333,87.6190476190476,87.6190476190476,87.6190476190476,88.5714285714286,Total Usage (m3),601223149.419732,643836865.499636,644592161.401275,643285120.270635,641296423.276979,Operational Cost ($),60.1223149419731,64.3836865499636,64.4592161401275,64.3285120270635,64.1296423276979

